optimizer,dataset,seed,min_sse,params
pso,pso_1,5,574676.555689,"[0.1659180067852754, 0.25712090977672575, 0.34865725232584827, 0.00799702112585493, 0.23119638472891774, 0.009495797112407962, 0.0056745954447099635, 0.00544027030022777, 0.005964485225273507, 0.009921673120427429, 7.959346957850215e-05, 489038.0076891956, 4.67618281242342e-06, 380413.8072438555, 641861.5649390221, 301073.9458397961, 1.1457855748297167e-06, 7.770581270586262e-06, 2.32751842506652, 0.006545136150701236, 440409.8722580483]"
pso,dual_annealing_1,3,1788070.5861913,"[0.4766792438512241, 0.2718090901487314, 0.3140648356135647, 0.13423721144763517, 0.3394650260406289, 0.0015679071782954193, 0.0018287090951791634, 0.0033396208763070063, 0.002480605429637996, 0.0062351601714168104, 8.388153618349987e-05, 526347.7244656276, 2.9564038209506556e-06, 994368.6914061307, 745759.0064425517, 803215.3090630106, 2.637256124482114e-06, 9.880480128696897e-06, 0.7336192904522876, 0.007459383136141025, 619299.5560553924]"
pso,dual_annealing_2,10,880462.05542378,"[0.4585374658801988, 0.21691650830159137, 0.40247750440194224, 0.0593554985264379, 0.007556002790939709, 0.006207735259522354, 0.0005095355951362842, 0.0033158098811124936, 0.0077583282964285025, 0.003797776131378864, 6.327748940564669e-05, 300041.96225079265, 3.491882185102294e-06, 239717.66108658002, 650736.2596756042, 918385.8284861199, 7.285870137167213e-06, 4.9491587614293786e-06, 2.358216945122182, 0.006170818554847163, 427445.9936167301]"
dual_annealing,dual_annealing_3,4,158064.01208174,"[0.038277313461375195, 0.30426732510109933, 0.1594621860940859, 0.10959464328974768, 0.08770718044292557, 0.0001, 0.008215971658779743, 0.009085326199068891, 0.008293036968263452, 0.005668508220356011, 5e-05, 114223.79253705968, 1e-05, 99684.92351790264, 946487.8798502986, 191072.9806303083, 1e-05, 4.73711486521835e-06, 1.0613194071195728, 0.005775643218506959, 907591.433152664]"
lshade,pso_2,10,35443.37484936,"[0.042810988148465526, 0.5, 0.18792269950972537, 0.3435702790764797, 0.24414514975432794, 0.005022370342414905, 0.004604711372815252, 0.0023782496607234207, 0.003939847026133231, 0.008360272031522151, 5e-05, 1000000.0, 2.058038599321756e-06, 867885.6201753729, 531806.4723295773, 348061.3605377199, 1e-08, 6.1071078552148784e-06, 0.5, 0.009953282260886782, 431670.6906106699]"
dual_annealing,cmaes_2,4,155373.607397,"[0.04090105812735091, 0.2666551140239659, 0.12939635964539742, 0.08759735562118874, 0.06916980576973217, 0.0001, 0.009761964167433766, 0.009994474671836229, 0.009960851487830229, 0.009877084686205446, 5e-05, 112319.90365547121, 1e-05, 97185.7113070427, 956722.8251016784, 185360.7700588663, 1e-05, 1e-05, 0.9544738427092508, 0.009199624779663094, 879172.4925940345]"
dual_annealing,pso_3,10,68666.45329797,"[0.2322062989453215, 0.03091178444094342, 0.07960883219851783, 0.20384230726808497, 0.05178567422415186, 0.0001, 0.009993385072459022, 0.009993910641353961, 0.009993414913010331, 0.009767631309713545, 0.00976762474517875, 233036.95509479987, 6.136315700041223e-06, 665016.8479905674, 875640.6755882464, 558373.925975449, 1e-05, 9.121473361847393e-06, 0.9869463553598454, 0.009982162972705533, 9033.16297538045]"
dual_annealing,dual_annealing_1,1,173358.0954373,"[0.054454017561403216, 0.241236836118954, 0.2689427392462133, 0.21360791170081966, 0.09735278435594204, 0.006931379795984801, 0.0027224258367759104, 0.0026404582489011432, 0.0018629751665958571, 0.0013278584317367346, 5e-05, 917381.3646193944, 7.335842868933233e-06, 784876.2203817713, 708525.1506276536, 125778.65869982132, 1e-05, 2.880829024322787e-06, 0.5442336777083533, 0.0015225682560827208, 829398.854897915]"
dual_annealing,cmaes_1,1,1570088.38653017,"[0.13154739923148054, 0.09065737475745489, 0.09249105240268266, 0.10524471489512667, 0.039214983087088366, 0.00956111501021834, 0.007010730212490464, 0.007092084948750135, 0.007048628992607056, 0.0001, 0.00120014542603, 904846.1122965897, 1e-05, 892825.3232436815, 166624.4157954843, 127030.72646406417, 1e-05, 1e-05, 0.5548911049452204, 0.007299890751804555, 897448.7632714952]"
dual_annealing,cmaes_2,2,850788.19207443,"[0.4567719313215329, 0.2786416442433735, 0.22878843532176818, 0.04574466098974369, 0.15845453098975254, 0.006720308507793782, 0.002633347172759827, 0.0021014489674811227, 0.0005645579634666018, 0.009994300991795078, 5e-05, 627968.719269784, 9.881497826023806e-06, 630675.2249254447, 872980.0262188282, 919334.9949006683, 9.972186464241124e-06, 8.660932638006163e-06, 1.6023904787950323, 0.0033400490887224607, 952770.8907250537]"
lshade,basin_hopping_3,2,100954.75946217,"[0.20271767256786752, 0.1467339157467316, 0.11432965453734649, 0.18084304339381566, 0.0005, 0.004368984393683854, 0.005477608295400556, 0.0053377719441116455, 0.005889657814995659, 0.00836788273032896, 0.0017986462643730437, 341847.01041597885, 1e-05, 801981.0306019747, 382675.0790855092, 839318.008643768, 4.81147599324556e-06, 1.5814820981635003e-06, 2.2493830551516716, 0.005985420705291572, 100.0]"
cmaes,dual_annealing_1,1,43932.02236042,"[0.01836359437658873, 0.3092352602073728, 0.49709584748920554, 0.35372487292769506, 0.04221628169718615, 0.0004552900424149673, 0.008335184891980126, 0.007164529411959025, 0.0002793461832517951, 0.009730873698598305, 5.000037990646271e-05, 382157.6092463216, 3.8856863976181596e-07, 511467.81031379034, 468571.9402042817, 413299.33861246525, 9.97290735158203e-06, 4.218614713345809e-06, 0.5025255934415944, 0.009513853144747744, 57900.634024731866]"
dual_annealing,basin_hopping_3,4,302551.79849444,"[0.0526168774262625, 0.2562174736724445, 0.1274649148027339, 0.08539243441717843, 0.06931857751439187, 0.0001, 0.008681492098341372, 0.00988154596719862, 0.008482649223206719, 0.004347806981789309, 5e-05, 113404.60508985032, 1e-05, 277132.17467136076, 596241.9351593032, 622936.8496679044, 1e-05, 9.318187054534093e-06, 0.9408246798566411, 0.009875554313555968, 852532.1647288757]"
pso,pso_1,6,145324.06875214,"[0.15509161251024478, 0.2657410318648448, 0.20966694225465324, 0.2203210402020318, 0.24267231192365024, 0.0009896691462445931, 0.0025552678310855996, 0.0018868239432674669, 0.007762775530276869, 0.008445849358147958, 5.5073196276686845e-05, 252181.30674266547, 5.691643789304612e-06, 876859.0549173362, 402736.5737592939, 676546.2863648044, 3.79735589035808e-06, 2.4430727458404677e-06, 0.9501084223322325, 0.005581559772271527, 821842.9781668505]"
dual_annealing,dual_annealing_3,7,695383.49508309,"[0.1590990192700505, 0.07056326000713867, 0.07106391109146533, 0.07168387144619398, 0.004680167889523729, 0.0001, 0.005870587593264167, 0.009742105087807873, 0.0053112866256061425, 0.0001, 0.0004423236197370425, 340590.8127184276, 1e-05, 200462.82865169024, 958620.1863733802, 69542.66062171264, 1e-05, 1e-05, 0.7481200368758716, 0.007072355645184104, 371507.0732468872]"
lshade,cmaes_1,2,130206.94449672,"[0.2704625657733609, 0.0005, 0.20940490036917286, 0.08912844992228887, 0.0005, 0.008146880615555515, 0.007737121206164018, 0.0024898245236685585, 0.008992233447732426, 0.004447632456217101, 0.0032240260524817564, 217237.60284224234, 4.758109268347707e-06, 60998.98007322826, 334194.80850314326, 91188.06635270314, 2.6859135045360374e-06, 3.939957541752058e-06, 2.410451976259789, 0.00576575902025538, 138523.89591018273]"
basin_hopping,lshade_2,4,104074.40896377,"[0.5, 0.10564247491469013, 0.16861065098504552, 0.02107387878363788, 0.4999988052319714, 0.00011161172913089618, 0.00011409539638601692, 0.0014076668592801179, 0.0001, 0.004383122799601598, 5e-05, 471.91158539253456, 6.927331869028352e-06, 11831.23235677326, 11352.52656246405, 146.45008742585446, 1e-05, 1e-08, 1.291111706354926, 0.009575448288722277, 11333.973506178401]"
pso,dual_annealing_1,6,1177367.20405535,"[0.23053708242121612, 0.2544266353949757, 0.2562180012787099, 0.11973635061571047, 0.055365469540257006, 0.006056998769867219, 0.007735507454860045, 0.001276943011264232, 0.00257803920673133, 0.007359686402401642, 6.873456704413299e-05, 331035.46939594205, 6.358276112374153e-06, 871793.562859772, 526894.7663294999, 453973.98335097573, 9.769312676171686e-06, 7.150566856600815e-07, 1.8170441217534052, 0.00521312197897804, 658008.6664500559]"
lshade,dual_annealing_1,4,52337.84439257,"[0.3920235149899839, 0.08579874084566703, 0.20840234367661048, 0.0005, 0.22926908802717647, 0.003950869429873231, 0.006073217653198181, 0.007890343004086055, 0.0001, 0.0031891873122386455, 0.003075978749802999, 516579.52981452853, 1.074871060747812e-06, 453936.7750226207, 795066.1004543758, 830642.6086010288, 5.5594717959637365e-06, 1e-08, 1.9121839230780981, 0.003258903780698319, 100.0]"
cmaes,basin_hopping_1,9,39110.55119717,"[0.005775292028870466, 0.009720875940754428, 0.028565223019885608, 0.08672425289842478, 0.2195300664195653, 0.0006846055356993437, 0.009320751989209418, 0.009807793415239671, 0.0024351488063052112, 0.009459601051928843, 0.009982398625717459, 753636.352616641, 5.299608454316191e-06, 493936.53244736954, 202602.44425300686, 931.3746633977762, 9.999146509225596e-06, 2.2192089944480516e-07, 0.5830891183132964, 0.009054302258813662, 274880.2345219183]"
dual_annealing,dual_annealing_3,10,139982.18192184,"[0.0008494687922542654, 0.3703172575041942, 0.43170021347844845, 0.09192334737586655, 0.23150543179089172, 0.008425087074958567, 0.0004786972962439396, 0.007305796040904186, 0.007344006927757867, 0.009946611836050452, 5e-05, 796772.8156574975, 1e-05, 999332.6696237312, 864876.4883718865, 326494.47791362833, 1e-05, 1e-05, 1.2348019954652636, 0.0012391932457867878, 281488.549921326]"
lshade,basin_hopping_2,7,93073.39903721,"[0.006993515096217099, 0.10051697535693636, 0.08537780727472619, 0.19185208995405792, 0.14358331200549732, 0.005861181032725512, 0.005538381542074163, 0.0034281700496200775, 0.005012029700794988, 0.006533371710621053, 0.008249518771464381, 768872.7164630871, 2.961326053796122e-06, 446933.41834488616, 472936.67001153855, 131491.70715816718, 5.636326464980083e-06, 6.239771604125434e-06, 0.5105371855446837, 0.007726333031825523, 4587.505555688971]"
lshade,pso_1,5,49287.9595339,"[0.08650736289760164, 0.4893789104827638, 0.38743963960939454, 0.28410292902341616, 0.28813920384203917, 0.00021100186165192206, 0.008811852363019398, 0.0064065074731981, 0.009958451689352154, 0.009472289915824864, 5e-05, 348618.63193120307, 1e-05, 196912.67857280583, 460142.09201304935, 770504.7300129115, 4.640387293227736e-06, 2.4875875745153176e-06, 0.5, 0.004370015586680031, 559418.070245352]"
pso,pso_1,1,742452.96132397,"[0.2560990262137112, 0.16337735648723728, 0.1625328365436871, 0.20226767346340704, 0.11635375604546574, 0.0017947556957578794, 0.006032939776903919, 0.00739021085273237, 0.007622359047129214, 0.0035879214195647835, 5.596969762102465e-05, 14325.08300708537, 5.373469240580461e-06, 575628.0513213575, 469083.1081112742, 1641.2775340963854, 2.6113279539402696e-06, 5.875123542211294e-06, 1.0890887411833532, 0.003995711562397481, 19059.149761436507]"
basin_hopping,lshade_3,1,58062.67024533,"[0.20225055749441198, 0.019068064136854367, 0.08408528143231243, 0.28619872084923764, 0.003210038103759151, 0.01, 0.006257197847128339, 0.008125414202507321, 0.005797498625634793, 0.0016687020217299108, 0.009925938966006442, 987806.5729062799, 1.500840254339894e-06, 24000.693974062742, 999995.9454904355, 4046.5142137984785, 1e-05, 9.234852798536432e-06, 1.1612478668131, 0.004754503023409219, 15278.28584741871]"
lshade,pso_3,3,51779.44721651,"[0.15979429137591356, 0.40354827329260395, 0.4676315252307062, 0.39868716698615353, 0.4255114358838892, 0.006452931566453749, 0.001308684356362649, 0.007008617838438619, 0.008064190126009764, 0.01, 5e-05, 291847.8124120387, 5.874908661334565e-06, 430418.9996465782, 906076.8155909248, 187146.9336209799, 2.8848376724907376e-06, 1.4905735878036407e-06, 0.8720389949517275, 0.00198482043620347, 643571.082142455]"
cmaes,dual_annealing_1,9,153808.46158875,"[0.2494917852609776, 0.13039584536736198, 0.4966660548764248, 0.07780328188545577, 0.08208290166338292, 0.00010014842890420115, 0.009096349836644589, 0.0066001104833487995, 0.009567180945409334, 0.0009914473718441517, 5.0000000263122324e-05, 686094.1747206377, 7.643731562353708e-06, 680139.0999127171, 306197.66268020467, 426204.8715413018, 9.536735904460048e-06, 1.2615205345455276e-06, 0.5216483292689335, 0.00021038697866716883, 813667.3844134235]"
pso,pso_1,9,319194.26133346,"[0.15520558022662506, 0.20427222486320923, 0.4967920970134615, 0.06888347054092564, 0.2898225185791475, 0.008046281959569558, 0.0045442560613340125, 0.005835346536990775, 0.002740549701636807, 0.006710583864844502, 6.46066561309274e-05, 444354.6484666718, 3.407061059579086e-06, 488787.33949054976, 557712.2919419495, 601072.6147589439, 9.966434204116254e-06, 5.509988193586323e-06, 1.188495511729639, 0.0050983018360669504, 745571.5278950571]"
basin_hopping,dual_annealing_1,3,137769.1251191,"[0.43926816144245884, 0.49850229539471064, 0.4967628668540146, 0.06997836104079626, 0.06843991965212391, 0.0001, 0.00785060781882195, 0.01, 0.01, 0.001010427092854657, 5e-05, 498298.2566920193, 5.385984788285942e-06, 373957.65744344983, 205878.72095086364, 42187.02105546729, 1e-05, 9.997000480043027e-06, 1.02452263731302, 0.01, 959275.3880774213]"
lshade,basin_hopping_1,5,71762.18202596,"[0.08303042036806865, 0.23414685359992074, 0.2964940221024795, 0.015926400791570167, 0.2037283297244944, 0.002765242975574963, 0.003095655844475408, 0.0064239067476339505, 0.00666780917304171, 0.004837710886487857, 0.002200043424479642, 676993.5487258467, 4.834258034063039e-06, 430613.33114121255, 817124.4010538762, 94384.24764296511, 6.65524395825033e-06, 3.780046640339506e-06, 0.7851729925160651, 0.005512169101886898, 100.0]"
dual_annealing,pso_1,10,472652.95558663,"[0.02740173286181074, 0.11721030246982733, 0.18405050638619036, 0.2259186602775343, 0.10353021818796984, 0.0001, 0.007923877744762952, 0.01, 0.01, 0.01, 0.01, 102469.95353394852, 1e-08, 671705.1497059261, 297710.1604983823, 207265.3721808123, 1e-05, 1e-05, 0.9754407454919487, 0.01, 8932.36231822174]"
dual_annealing,pso_2,3,1022311.46930927,"[0.18755847653390167, 0.07867151562183614, 0.03326485589546768, 0.24088004206867425, 0.18124572739335015, 0.01, 0.0001, 5e-05, 0.005994393658692383, 0.0001, 0.004455349315853614, 49874.9470455441, 9.803585038021313e-06, 492451.1778903617, 678771.3703975749, 160272.7185735684, 8.77997322635019e-06, 3.3557334084168973e-06, 0.7067913744358651, 0.0001, 223566.35182711246]"
cmaes,cmaes_2,10,883035.86800249,"[0.0014612969148143436, 0.4963142741040694, 0.37050260656939704, 0.4307665516213466, 0.07040128608276046, 0.00034148033957648994, 0.0016178771231303683, 0.006931030395331685, 0.00048799419762350166, 0.00010325767578990074, 0.0005489459175556953, 365803.67572020483, 1.2188768005367851e-06, 205011.99856333164, 316148.2319207381, 3695.629143262686, 7.727720394040168e-06, 5.917397493245233e-06, 0.5023855636921971, 0.0025264184315768237, 993252.2993726697]"
lshade,pso_3,4,51550.82386269,"[0.41653776456932234, 0.13820588087097666, 0.171752943155223, 0.2390279620638912, 0.3334489670096355, 0.007228977492071634, 0.004341648884054951, 5e-05, 0.006881212231420204, 0.00999947300938385, 5.032803643827586e-05, 195068.06787406938, 8.516025817815612e-06, 490120.96464931814, 999866.9907106054, 359497.8834906859, 9.158906250256067e-06, 8.900965280410976e-06, 0.6719839308429854, 0.005854850101423715, 712877.2753117778]"
dual_annealing,cmaes_2,1,334525.55223508,"[0.2381775857161561, 0.3979994619435568, 0.41815528032922633, 0.12349487482954538, 0.11504933710454436, 0.008857742653148449, 0.0027404592339434638, 0.006873973747425336, 0.002805104076017952, 0.0008597229755934762, 5e-05, 807890.7007733847, 9.07660816137276e-06, 788984.7176464845, 269935.88393414073, 171323.07934446487, 9.961528668576046e-06, 8.568100978800196e-06, 0.5554228280150718, 0.0011604730164303321, 826540.1261535524]"
basin_hopping,cmaes_3,8,155312.31636355,"[0.012889206617561828, 0.0019725321240553497, 0.37991908253941126, 0.03995121534916745, 0.030161958454177327, 0.0028264818105014945, 0.00016202568361111853, 0.01, 0.006657769079824586, 0.008143138222384062, 0.008129332703486553, 899560.9349904128, 1e-08, 743434.4639106967, 78686.51694381304, 802513.67461371, 1e-05, 1e-08, 1.599493699379083, 0.004670961452821614, 329405.48045970686]"
cmaes,lshade_2,5,44152.58813229,"[0.002635764688418186, 0.2564963117147444, 0.1898446465289576, 0.1347694661112854, 0.37821997460290857, 0.009803830059689048, 0.00010001766277284546, 0.0022049903842466688, 0.00041169261760881187, 0.00010052154478724168, 0.009787956462924985, 121067.13800707056, 9.467949846839606e-06, 199691.69230543525, 100.48941736808064, 951043.7278537871, 7.352387341931494e-06, 2.8100715721407515e-07, 1.4052231175861951, 0.002265864387307252, 986185.8685980147]"
cmaes,lshade_2,3,44455.92188927,"[0.0007430949679943462, 0.4639868178026656, 0.015419384261032655, 0.39865480824119026, 0.328928591059924, 0.009555984275396919, 0.00023815670614349231, 0.0026127179289790895, 0.00040250229660066206, 0.00045292035020724406, 0.00982188874482712, 355098.30151727406, 9.951521286381303e-06, 279100.8542197895, 249.20344488404567, 111.52536720150864, 8.816147292648635e-07, 9.608552946386934e-07, 1.0799158104751059, 0.004901875411175695, 959346.2248522236]"
